区分,講師No.,講師名（日本語）,講師名（英語）,専門科,所属,日付,時間帯,開始時刻,終了時刻,場所,レクチャータイトル（日本語）,レクチャータイトル（英語）,配信用動画タイトル,Zoom URL,ミーティングID,パスコード,備考,status,video_uri,link
短期,2025-SURG-02,町淳二,Dr.Junji Machi,外科,"Professor of Surgery, University of Hawaii at Manoa John A. Burns School of Medicine",2025/11/26,午後,14:00,15:30,南部医療センター・6F EV前カンファレンス室,,Lecture at Nanbu Medical Center,[外科] Dr.Junji Machi - Lecture at Nanbu Medical Center (2025.11.26),https://us06web.zoom.us/j/84859793818?pwd=KkaT7jmEOfnP5vTA7cSxYydqW3v3A5.1,848 5979 3818,455343,PM 南部医療センター,missing,,
短期,2025-SURG-02,町淳二,Dr.Junji Machi,外科,"Professor of Surgery, University of Hawaii at Manoa John A. Burns School of Medicine",2025/11/27,早朝,7:30,8:30,当院・第2会議室,,Clinical Fellowship in the United States,[外科] Dr.Junji Machi - Clinical Fellowship in the United States (2025.11.27),https://us06web.zoom.us/j/83423759509?pwd=znp5u7nCjiohq6j68TenRjMQbuLm3I.1,834 2375 9509,633615,,skipped(already_on_vimeo),,https://vimeo.com/1176804412
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/1,早朝,7:30,8:30,ハワイ大図書室,,Pediatric Foreign Body Ingestions: Not Just a Coin,[小児科] Dr.Jannet Lee Jayaram - Pediatric Foreign Body Ingestions: Not Just a Coin (2025.12.01),https://us06web.zoom.us/j/86074648985?pwd=9WhYL4B8uHBe4bhzQqbgaCTCjn7m12.1,860 7464 8985,224201,,skipped(already_on_vimeo),,https://vimeo.com/1176804647
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/1,午後,14:00,16:00,第2会議室,,Simulation training,[小児科] Dr.Jannet Lee Jayaram - Simulation training (2025.12.01),,,,,missing,,
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/2,早朝,7:30,8:30,ハワイ大図書室,,"Fast, Effective, & Needle-Free: Intranasal Medications for Analgesia and Sedation","[小児科] Dr.Jannet Lee Jayaram - Fast, Effective, & Needle-Free: Intranasal Medications for Analgesia and Sedation (2025.12.02)",https://us06web.zoom.us/j/86074648985?pwd=9WhYL4B8uHBe4bhzQqbgaCTCjn7m12.1,860 7464 8985,224201,,skipped(already_on_vimeo),,https://vimeo.com/1176804906
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/2,午後,14:00,15:30,南部医療センター,,Lecture at Nanbu Medical Center,[小児科] Dr.Jannet Lee Jayaram - Lecture at Nanbu Medical Center (2025.12.02),https://us06web.zoom.us/j/85185414561?pwd=YDGK6hI1aDfV6aHD6JxGCwAUPgNCHf.1,851 8541 4561,437988,PM 南部医療センター,missing,,
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/3,早朝,7:30,8:30,ハワイ大図書室,,Beyond CT: Rapid MRI for children in the Emergency Department,[小児科] Dr.Jannet Lee Jayaram - Beyond CT: Rapid MRI for children in the Emergency Department (2025.12.03),https://us06web.zoom.us/j/86074648985?pwd=9WhYL4B8uHBe4bhzQqbgaCTCjn7m12.1,860 7464 8985,224201,,skipped(already_on_vimeo),,https://vimeo.com/1176805177
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/3,コア,13:00,13:30,ハワイ大図書室,,Hidden Dangers: Rapid Recognition & Management of Pediatric Toxic Ingestions,[小児科] Dr.Jannet Lee Jayaram - Hidden Dangers: Rapid Recognition & Management of Pediatric Toxic Ingestions (2025.12.03),https://us06web.zoom.us/j/89161188688?pwd=aaAeyEzItkDb8ihPDRUkgnlKcRGXS6.1,891 6118 8688,878196,,skipped(already_on_vimeo),,https://vimeo.com/1176805461
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/3,午後,14:00,16:00,第3会議室,,Simulation training,[小児科] Dr.Jannet Lee Jayaram - Simulation training (2025.12.03),,,,,missing,,
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/4,早朝,7:30,8:30,ハワイ大図書室,,Enhancing the Care of Young Febrile Infants in Hawaii: A Quality Improvement Initiative,[小児科] Dr.Jannet Lee Jayaram - Enhancing the Care of Young Febrile Infants in Hawaii: A Quality Improvement Initiative (2025.12.04),https://us06web.zoom.us/j/86074648985?pwd=9WhYL4B8uHBe4bhzQqbgaCTCjn7m12.1,860 7464 8985,224201,,missing,,
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/4,コア,13:00,13:30,第1会議室,,"Recognition of Child Maltreatment: Red Flags, Evaluation, & Injury Patterns","[小児科] Dr.Jannet Lee Jayaram - Recognition of Child Maltreatment: Red Flags, Evaluation, & Injury Patterns (2025.12.04)",https://us06web.zoom.us/j/89161188688?pwd=aaAeyEzItkDb8ihPDRUkgnlKcRGXS6.1,891 6118 8688,878196,,skipped(already_on_vimeo),,https://vimeo.com/1176805625
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/4,午後,14:00,16:00,第3会議室,,Simulation training,[小児科] Dr.Jannet Lee Jayaram - Simulation training (2025.12.04),,,,,missing,,
短期,2025-PEDS-02,,Dr.Jannet Lee Jayaram,小児科,"Clinical Associate Professor, John A. Burns School of Medicine, University of Hawaii",2025/12/5,早朝,7:30,8:30,ハワイ大図書室,,Promoting Reflection & Learning in Healthcare with Debriefing,[小児科] Dr.Jannet Lee Jayaram - Promoting Reflection & Learning in Healthcare with Debriefing (2025.12.05),https://us06web.zoom.us/j/86074648985?pwd=9WhYL4B8uHBe4bhzQqbgaCTCjn7m12.1,860 7464 8985,224201,,skipped(already_on_vimeo),,https://vimeo.com/1176805807
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/8,早朝,7:30,8:30,ハワイ大図書室,,Welcoming remarks & Case conference (PGY2 resident),[整形外科] Dr.Zolt Janos Balogh - Welcoming remarks & Case conference (PGY2 resident) (2025.12.08),https://us06web.zoom.us/j/87568770779?pwd=sKHYbNAmxDGsVveHDgk45f7kz9H7ZV.1,875 6877 0779,450776,,missing,,
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/8,コア,13:00,13:30,第2会議室,,Management of pelvic ring injuries in shock,[整形外科] Dr.Zolt Janos Balogh - Management of pelvic ring injuries in shock (2025.12.08),https://us06web.zoom.us/j/82168168105?pwd=eErqKVhaMJ0PL12gMBkU4DS1uHs6af.1,821 6816 8105,641874,,missing,,
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/9,早朝,7:30,8:30,第2会議室,,Polytrauma: the disease,[整形外科] Dr.Zolt Janos Balogh - Polytrauma: the disease (2025.12.09),https://us06web.zoom.us/j/87568770779?pwd=sKHYbNAmxDGsVveHDgk45f7kz9H7ZV.1,875 6877 0779,450776,,missing,,
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/9,コア,13:00,13:30,第1会議室,,Evidence for surgical stabilisation of rib fractures,[整形外科] Dr.Zolt Janos Balogh - Evidence for surgical stabilisation of rib fractures (2025.12.09),https://us06web.zoom.us/j/82168168105?pwd=eErqKVhaMJ0PL12gMBkU4DS1uHs6af.1,821 6816 8105,641874,,missing,,
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/10,早朝,7:30,8:30,ハワイ大図書室,,Case conference (PGY2 resident),[整形外科] Dr.Zolt Janos Balogh - Case conference (PGY2 resident) (2025.12.10),https://us06web.zoom.us/j/87568770779?pwd=sKHYbNAmxDGsVveHDgk45f7kz9H7ZV.1,875 6877 0779,450776,,missing,,
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/10,コア,13:00,13:30,第1会議室,,Master of Traumatology Program,[整形外科] Dr.Zolt Janos Balogh - Master of Traumatology Program (2025.12.10),https://us06web.zoom.us/j/82168168105?pwd=eErqKVhaMJ0PL12gMBkU4DS1uHs6af.1,821 6816 8105,641874,,missing,,
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/11,早朝,7:30,8:30,ハワイ大図書室,,M&M Conference,[整形外科] Dr.Zolt Janos Balogh - M&M Conference (2025.12.11),https://us06web.zoom.us/j/87568770779?pwd=sKHYbNAmxDGsVveHDgk45f7kz9H7ZV.1,875 6877 0779,450776,,missing,,
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/11,コア,13:00,13:30,第1会議室,,Post-traumatic multiple organ failure,[整形外科] Dr.Zolt Janos Balogh - Post-traumatic multiple organ failure (2025.12.11),https://us06web.zoom.us/j/82168168105?pwd=eErqKVhaMJ0PL12gMBkU4DS1uHs6af.1,821 6816 8105,641874,,missing,,
短期,2025-ORTHO-01,,Dr.Zolt Janos Balogh,整形外科,"Director of Trauma for John Hunter Hospital and Hunter New England Health / Professor of Surgery and Traumatology, University of Newcastle, Australia / Chair, Australasian Trauma Care Verification Program Committee",2025/12/12,早朝,7:30,8:30,第2会議室,,Trauma Care Verification Program & Farewell remarks,[整形外科] Dr.Zolt Janos Balogh - Trauma Care Verification Program & Farewell remarks (2025.12.12),https://us06web.zoom.us/j/87568770779?pwd=sKHYbNAmxDGsVveHDgk45f7kz9H7ZV.1,875 6877 0779,450776,,missing,,
短期,2026-GM-01,志水 太郎,Dr. Taro Shimizu,総合診療科,獨協医科大学 総合診療医学・総合診療科 / 主任教授・診療部長,2026/2/16,夕方,17:00,18:00,第1会議室,Patient historyと患者協働,Patient history and Patient Collaboration,[総合診療科] 志水 太郎 - Patient historyと患者協働 (2026.02.16),https://us06web.zoom.us/j/82132825751?pwd=hvAipEcmi6uSSqaDNfC6ouDD8IeigI.1,821 3282 5751,286398,夕方レクチャー（17:00～18:00）,skipped(already_on_vimeo),,https://vimeo.com/1192449734
短期,2026-GM-01,志水 太郎,Dr. Taro Shimizu,総合診療科,獨協医科大学 総合診療医学・総合診療科 / 主任教授・診療部長,2026/2/17,早朝,7:30,8:30,第1会議室,症例検討（PGY1 竹下先生）,Case Conference (PGY1 Dr. Takeshita),[総合診療科] 志水 太郎 - 症例検討（PGY1 竹下先生） (2026.02.17),https://us06web.zoom.us/j/89731518147?pwd=UBb7n037l3suENlkYu4lcNWMSnba6z.1,897 3151 8147,650602,,skipped(already_on_vimeo),,https://vimeo.com/1192449909
短期,2026-GM-01,志水 太郎,Dr. Taro Shimizu,総合診療科,獨協医科大学 総合診療医学・総合診療科 / 主任教授・診療部長,2026/2/17,コア,13:00,13:30,ハワイ大図書室,診断戦略FormⅠ：DRED-Cの重要性（背景情報の戦略）,Diagnostic Strategy Form I: Importance of DRED-C (Background Information Strategy),[総合診療科] 志水 太郎 - 診断戦略FormⅠ：DRED-Cの重要性 (2026.02.17),https://us06web.zoom.us/j/86384462393?pwd=nzgVdrZTGRf9zSa9Y2BxRWFyOSjXfw.1,863 8446 2393,601373,コアレクチャー（13:00～13:30）,skipped(already_on_vimeo),,https://vimeo.com/1192450070
短期,2026-GM-01,志水 太郎,Dr. Taro Shimizu,総合診療科,獨協医科大学 総合診療医学・総合診療科 / 主任教授・診療部長,2026/2/18,早朝,7:30,8:30,ハワイ大図書室,症例検討（PGY3 橋本先生）,Case Conference (PGY3 Dr. Hashimoto),[総合診療科] 志水 太郎 - 症例検討（PGY3 橋本先生） (2026.02.18),https://us06web.zoom.us/j/89731518147?pwd=UBb7n037l3suENlkYu4lcNWMSnba6z.1,897 3151 8147,650602,,skipped(already_on_vimeo),,https://vimeo.com/1192450190
短期,,,Dr. Neal A. Palafox,総合診療科,"Professor, Department of Family Medicine and Community Health University of Hawaii, John A. Burns School of Medicine.",2026/5/11,早朝,7:30,8:30,第1会議室,症例提示：レジデント症例 ― 外傷のない若年女性のあざ？,Atraumatic Subcutaneous Hemorrhage in a 40s Female,[総合診療科] Dr. Neal A. Palafox - Atraumatic Subcutaneous Hemorrhage in a 40s Female (2026.05.11),https://us06web.zoom.us/j/89250235315?pwd=10hrlMK75hORR5SljV67zH5OQb8RfG.1,892 5023 5315,579919,早朝レクチャー（7:30～8:30）,skipped(already_on_vimeo),,https://vimeo.com/1192450344
短期,,,Dr. Neal A. Palafox,総合診療科,"Professor, Department of Family Medicine and Community Health University of Hawaii, John A. Burns School of Medicine.",2026/5/12,早朝,7:30,8:30,第1会議室,プライマリケア医・科学者になるということ：個人のバランスと研究のインパクト,Being a Primary Care Physician-Scientist: Personal Balance and Research Impact,[総合診療科] Dr. Neal A. Palafox - Being a Primary Care Physician-Scientist: Personal Balance and Research Impact (2026.05.12),https://us06web.zoom.us/j/89250235315?pwd=10hrlMK75hORR5SljV67zH5OQb8RfG.1,892 5023 5315,579919,早朝レクチャー（7:30～8:30）,skipped(already_on_vimeo),,https://vimeo.com/1192450466
短期,,,Dr. Neal A. Palafox,総合診療科,"Professor, Department of Family Medicine and Community Health University of Hawaii, John A. Burns School of Medicine.",2026/5/12,コア,13:00,13:30,第1会議室,米国関連太平洋諸島における医療提供：背景と現状,Healthcare Delivery in U.S.-Associated Pacific Islands: Background and Current Status,[総合診療科] Dr. Neal A. Palafox - Healthcare Delivery in U.S.-Associated Pacific Islands: Background and Current Status (2026.05.12),https://us06web.zoom.us/j/85811523723?pwd=r3yhaLSFpGwvSQbXSbtUDa4EEBXbwI.1,858 1152 3723,32307,コアレクチャー（13:00～13:30）,skipped(already_on_vimeo),,https://vimeo.com/1192450581
短期,,,Dr. Neal A. Palafox,総合診療科,"Professor, Department of Family Medicine and Community Health University of Hawaii, John A. Burns School of Medicine.",2026/5/13,早朝,7:30,8:30,ハワイ大図書室,米国における家庭医療とプライマリケアの定義：関係性と背景,Defining Family Medicine and Primary Care in the U.S.: Relationships and Background,[総合診療科] Dr. Neal A. Palafox - Defining Family Medicine and Primary Care in the U.S.: Relationships and Background (2026.05.13),https://us06web.zoom.us/j/89250235315?pwd=10hrlMK75hORR5SljV67zH5OQb8RfG.1,892 5023 5315,579919,早朝レクチャー（7:30～8:30）,skipped(already_on_vimeo),,https://vimeo.com/1192450716
短期,,,Dr. Neal A. Palafox,総合診療科,"Professor, Department of Family Medicine and Community Health University of Hawaii, John A. Burns School of Medicine.",2026/5/13,コア,13:00,13:30,第1会議室,あざ・出血傾向へのアプローチ,Approach to Bruising and Bleeding Tendencies,[総合診療科] Dr. Neal A. Palafox - Approach to Bruising and Bleeding Tendencies (2026.05.13),https://us06web.zoom.us/j/85811523723?pwd=r3yhaLSFpGwvSQbXSbtUDa4EEBXbwI.1,858 1152 3723,32307,コアレクチャー（13:00～13:30）,skipped(already_on_vimeo),,https://vimeo.com/1192450836
短期,,,Dr. Neal A. Palafox,総合診療科,"Professor, Department of Family Medicine and Community Health University of Hawaii, John A. Burns School of Medicine.",2026/5/14,早朝,7:30,8:30,ハワイ大図書室,シガテラ：症例提示と2026年最新情報,Ciguatera: Case Presentation and 2026 Updates,[総合診療科] Dr. Neal A. Palafox - Ciguatera: Case Presentation and 2026 Updates (2026.05.14),https://us06web.zoom.us/j/89250235315?pwd=10hrlMK75hORR5SljV67zH5OQb8RfG.1,892 5023 5315,579919,早朝レクチャー（7:30～8:30）,skipped(already_on_vimeo),,https://vimeo.com/1192450930
短期,,,Dr. Neal A. Palafox,総合診療科,"Professor, Department of Family Medicine and Community Health University of Hawaii, John A. Burns School of Medicine.",2026/5/14,コア,13:00,13:30,ハワイ大図書室,日本および米国関連太平洋諸島における子宮頸がん：最新のスクリーニングと治療技術の実装,Cervical Cancer in Japan and U.S.-Associated Pacific Islands: Implementation of the Latest Screening and Treatment Technologies,[総合診療科] Dr. Neal A. Palafox - Cervical Cancer in Japan and U.S.-Associated Pacific Islands (2026.05.14),https://us06web.zoom.us/j/85811523723?pwd=r3yhaLSFpGwvSQbXSbtUDa4EEBXbwI.1,858 1152 3723,32307,コアレクチャー（13:00～13:30）,skipped(already_on_vimeo),,https://vimeo.com/1192451680
短期,,,Dr. Neal A. Palafox,総合診療科,"Professor, Department of Family Medicine and Community Health University of Hawaii, John A. Burns School of Medicine.",2026/5/15,早朝,7:30,8:30,第1会議室,太平洋における核実験：過去・現在・未来の健康への影響,Malama Honua Pacific Voyage: Culture and Health Through Pacific Traditions,[総合診療科] Dr. Neal A. Palafox - Malama Honua Pacific Voyage: Culture and Health Through Pacific Traditions (2026.05.15),https://us06web.zoom.us/j/89250235315?pwd=10hrlMK75hORR5SljV67zH5OQb8RfG.1,892 5023 5315,579919,早朝レクチャー（7:30～8:30）,skipped(already_on_vimeo),,https://vimeo.com/1192451107
短期,2026-ID-01,青木眞,Dr. Makoto Aoki,感染症内科,サクラ精機株式会社,2026/5/25,早朝,7:30,8:30,ハワイ大図書室,症例カンファ「下腹部痛、下痢、嘔吐、下肢脱力」,"Case Conference: Lower Abdominal Pain, Diarrhea, Vomiting, and Lower Extremity Weakness","[感染症内科] Dr. Makoto Aoki - Case Conference: Lower Abdominal Pain, Diarrhea, Vomiting, and Lower Extremity Weakness (2026.05.25)",https://us06web.zoom.us/j/83905337205?pwd=VvaOSnb3D4tp4aQWsmJb6ayI6PZkRf.1,839 0533 7205,191369,早朝レクチャー（7:30～8:30）,missing,,
短期,2026-ID-01,青木眞,Dr. Makoto Aoki,感染症内科,サクラ精機株式会社,2026/5/25,コア,13:00,13:45,第1会議室,感染症診療の原則 第1部,Principles of Infectious Disease Practice Part 1,[感染症内科] Dr. Makoto Aoki - Principles of Infectious Disease Practice Part 1 (2026.05.25),https://us06web.zoom.us/j/88253731517?pwd=bzATvtCM3sbAv8UO8eMt4zSf8MF0K2.1,882 5373 1517,497553,コアレクチャー（13:00～13:45）,missing,,
短期,2026-ID-01,青木眞,Dr. Makoto Aoki,感染症内科,サクラ精機株式会社,2026/5/26,早朝,7:30,8:30,第1会議室,症例カンファ「発熱、全身痛」,Case Conference: Fever and Generalized Pain,[感染症内科] Dr. Makoto Aoki - Case Conference: Fever and Generalized Pain (2026.05.26),https://us06web.zoom.us/j/83905337205?pwd=VvaOSnb3D4tp4aQWsmJb6ayI6PZkRf.1,839 0533 7205,191369,早朝レクチャー（7:30～8:30）,missing,,
短期,2026-ID-01,青木眞,Dr. Makoto Aoki,感染症内科,サクラ精機株式会社,2026/5/26,コア,13:00,13:45,第1会議室,感染症診療の原則 第2部,Principles of Infectious Disease Practice Part 2,[感染症内科] Dr. Makoto Aoki - Principles of Infectious Disease Practice Part 2 (2026.05.26),https://us06web.zoom.us/j/88253731517?pwd=bzATvtCM3sbAv8UO8eMt4zSf8MF0K2.1,882 5373 1517,497553,コアレクチャー（13:00～13:45）,missing,,
短期,2026-ID-01,青木眞,Dr. Makoto Aoki,感染症内科,サクラ精機株式会社,2026/5/27,早朝,7:30,8:30,ハワイ大図書室,症例カンファ「口渇、頻尿、ふらつき、左手痛」,"Case Conference: Polydipsia, Polyuria, Dizziness, and Left Hand Pain","[感染症内科] Dr. Makoto Aoki - Case Conference: Polydipsia, Polyuria, Dizziness, and Left Hand Pain (2026.05.27)",https://us06web.zoom.us/j/83905337205?pwd=VvaOSnb3D4tp4aQWsmJb6ayI6PZkRf.1,839 0533 7205,191369,早朝レクチャー（7:30～8:30）,missing,,
短期,2026-ID-01,青木眞,Dr. Makoto Aoki,感染症内科,サクラ精機株式会社,2026/5/27,コア,13:00,13:45,ハワイ大図書室,感染症診療の原則 第3部,Principles of Infectious Disease Practice Part 3,[感染症内科] Dr. Makoto Aoki - Principles of Infectious Disease Practice Part 3 (2026.05.27),https://us06web.zoom.us/j/88253731517?pwd=bzATvtCM3sbAv8UO8eMt4zSf8MF0K2.1,882 5373 1517,497553,コアレクチャー（13:00～13:45）,missing,,
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/8,早朝,7:30,8:30,第１会議室,34-year-old Male with Fluctuating Neuromuscular Symptoms,34-year-old Male with Fluctuating Neuromuscular Symptoms,[総合内科] Dr. Kuo Chiang Lian - 34-year-old Male with Fluctuating Neuromuscular Symptoms (2026.06.08),,838 6483 1976,083498,早朝レクチャー（7:30～8:30）,skipped(already_uploaded),,https://vimeo.com/1200663950
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/8,コア,13:00,13:45,第１会議室,POCUS: Applications in Hospital Medicine,POCUS: Applications in Hospital Medicine,[総合内科] Dr. Kuo Chiang Lian - POCUS: Applications in Hospital Medicine (2026.06.08),,849 2827 0838,585111,コアレクチャー（13:00～13:45）,skipped(already_uploaded),,https://vimeo.com/1200664146
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/9,早朝,7:30,8:30,第１会議室,93-year-old Female with Neck pain,93-year-old Female with Neck pain,[総合内科] Dr. Kuo Chiang Lian - 93-year-old Female with Neck pain (2026.06.09),,838 6483 1976,083498,早朝レクチャー（7:30～8:30）,skipped(already_uploaded),,https://vimeo.com/1200664284
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/9,コア,13:00,13:45,第１会議室,Things We Do For No Kumu'ole (Reason) in Hospital Medicine,Things We Do For No Kumu'ole (Reason) in Hospital Medicine,[総合内科] Dr. Kuo Chiang Lian - Things We Do For No Kumu'ole (Reason) in Hospital Medicine (2026.06.09),,849 2827 0838,585111,コアレクチャー（13:00～13:45）,skipped(already_uploaded),,https://vimeo.com/1200664448
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/10,早朝,7:30,8:30,ハワイ大図書室,Teaching How to Think: Addressing Diagnostic Error on the Wards,Teaching How to Think: Addressing Diagnostic Error on the Wards,[総合内科] Dr. Kuo Chiang Lian - Teaching How to Think: Addressing Diagnostic Error on the Wards (2026.06.10),,838 6483 1976,083498,早朝レクチャー（7:30～8:30）,skipped(already_uploaded),,https://vimeo.com/1200664576
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/10,午後,14:00,16:00,南部医療センター,Updates in Hospital Medicine: Practice Informing Articles from Late 2025,Updates in Hospital Medicine: Practice Informing Articles from Late 2025,[総合内科] Dr. Kuo Chiang Lian - Updates in Hospital Medicine: Practice Informing Articles from Late 2025 (2026.06.10),,836 5092 2155,317408,午後レクチャー（14:00～16:00）,missing,,
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/11,早朝,7:30,8:30,ハワイ大図書室,41-year-old Male with Joint pain,41-year-old Male with Joint pain,[総合内科] Dr. Kuo Chiang Lian - 41-year-old Male with Joint pain (2026.06.11),,838 6483 1976,083498,早朝レクチャー（7:30～8:30）,skipped(already_uploaded),,https://vimeo.com/1200664727
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/11,コア,13:00,13:45,第１会議室,"Do As Much Nothing As Possible: Minimizing Harm, Reducing Waste, and Maximizing Thriving in the Hospital","Do As Much Nothing As Possible: Minimizing Harm, Reducing Waste, and Maximizing Thriving in the Hospital","[総合内科] Dr. Kuo Chiang Lian - Do As Much Nothing As Possible: Minimizing Harm, Reducing Waste, and Maximizing Thriving in the Hospital (2026.06.11)",,849 2827 0838,585111,コアレクチャー（13:00～13:45）,skipped(already_uploaded),,
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/12,早朝,7:30,8:30,第１会議室,"A Woman with Fever, Rash, and Gait Disturbance","A Woman with Fever, Rash, and Gait Disturbance","[総合内科] Dr. Kuo Chiang Lian - A Woman with Fever, Rash, and Gait Disturbance (2026.06.12)",,838 6483 1976,083498,早朝レクチャー（7:30～8:30）,skipped(already_uploaded),,https://vimeo.com/1200664888
短期,,,Dr. Kuo Chiang Lian,総合内科,"Assistant Professor of Medicine, University of Hawaii John A. Burns School of Medicine",2026/6/12,コア,13:00,13:45,第１会議室,Are You Happy? Physician Burnout and Wellness,Are You Happy? Physician Burnout and Wellness,[総合内科] Dr. Kuo Chiang Lian - Are You Happy? Physician Burnout and Wellness (2026.06.12),,849 2827 0838,585111,コアレクチャー（13:00～13:45）,skipped(already_uploaded),,https://vimeo.com/1200665027
短期,,宮田真,Dr. Shin Miyata,小児外科,"Associate Professor Pediatric General and Thoracic Surgery, SSM Health Cardinal Glennon Children's Hospital St.Louis University School of Medicine",2026/6/15,早朝,7:30,8:30,第２会議室,漏斗胸と鳩胸について,Chest Wall Deformities,[小児外科] Dr. Shin Miyata - Chest Wall Deformities (2026.06.15),,823 1386 4532,795829,早朝レクチャー（7:30～8:30）,uploaded,/videos/1204023184,https://vimeo.com/1204023184
短期,,宮田真,Dr. Shin Miyata,小児外科,"Associate Professor Pediatric General and Thoracic Surgery, SSM Health Cardinal Glennon Children's Hospital St.Louis University School of Medicine",2026/6/16,早朝,7:30,8:30,第２会議室,Emesis in children,Emesis in children,[小児外科] Dr. Shin Miyata - Emesis in children (2026.06.16),,823 1386 4532,795829,早朝レクチャー（7:30～8:30）,uploaded,/videos/1204023395,https://vimeo.com/1204023395
